002178623858400000,0818456348,0963256280,0,SMS,500,BTS-002
002178623858400001,0942183814,0784423364,384,Data,17106,BTS-002
002178623858400002,0897976809,0786473616,0,SMS,250,BTS-002
002178623858400003,0982068307,0993757705,1685,Call,6419,BTS-002
002178623858400004,0325350197,0840619697,715,Call,4316,BTS-002
002178623858400005,0948137989,0368645053,681,Data,36759,BTS-002
002178623858400006,0922635804,0928003029,1039,Data,23713,BTS-002
002178623858400007,0704409181,0997296415,444,Data,13913,BTS-002
002178623858400008,0985319014,0908191481,844,Call,5166,BTS-002
002178623858400009,0858933175,0999501654,0,SMS,350,BTS-002
002178623858400010,0784076979,0938641331,0,SMS,350,BTS-002
002178623858400011,0767894765,0852434983,694,Call,1847,BTS-002
002178623858400012,0763992120,0850003300,355,Call,2225,BTS-002
002178623858400013,0361831003,0883270785,446,Call,1425,BTS-002
002178623858400014,0814757375,0763614632,683,Call,1754,BTS-002
002178623858400015,0385363515,0880247843,348,Call,1897,BTS-002
002178623858400016,0355267052,0888820421,558,Call,2812,BTS-002
002178623858400017,0826463329,0391595084,0,SMS,350,BTS-002
002178623858400018,0997453449,0923734002,932,Call,2829,BTS-002
002178623858400019,0976914503,0703978130,1047,Data,50555,BTS-002
002178623858400020,0768894842,0328031282,635,Data,20787,BTS-002
002178623858400021,0938797965,0350069460,1299,Data,59856,BTS-002
002178623858400022,0852150347,0850973881,1228,Call,4226,BTS-002
002178623858400023,0377490198,0341299730,504,Call,2808,BTS-002
002178623858400024,0969839945,0980013815,0,SMS,350,BTS-002
002178623858400025,0965563811,0707680804,0,SMS,350,BTS-002
002178623858400026,0792028186,0822145904,1680,Data,42012,BTS-002
002178623858400027,0988851180,0850607358,1211,Call,6954,BTS-002
002178623858400028,0355213345,0762396121,518,Call,2141,BTS-002
002178623858400029,0966145797,0987070148,1025,Data,37702,BTS-002
002178623858400030,0850942747,0777387823,348,Call,2138,BTS-002
002178623858400031,0945493593,0326806048,1017,Call,5598,BTS-002
002178623858400032,0339499190,0963923142,1367,Data,29436,BTS-002
002178623858400033,0384755946,0858583349,0,SMS,350,BTS-002
002178623858400034,0918874805,0795319647,0,SMS,500,BTS-002
002178623858400035,0781176251,0903239113,796,Call,2361,BTS-002
002178623858400036,0829107867,0779578694,636,Data,36540,BTS-002
002178623858400037,0822183375,0362682782,1471,Data,85548,BTS-002
002178623858400038,0811587384,0768123113,65,Data,3612,BTS-002
002178623858400039,0947083043,0353479151,1678,Data,99832,BTS-002
002178623858400040,0931882957,0842337862,1126,Call,6692,BTS-002
002178623858400041,0993403668,0836361236,485,Call,1331,BTS-002
002178623858400042,0363314352,0910833919,667,Data,38738,BTS-002
002178623858400043,0902808387,0893597718,66,Call,356,BTS-002
002178623858400044,0971908753,0830715769,1161,Data,67384,BTS-002
002178623858400045,0973245309,0993738842,464,Call,1431,BTS-002
002178623858400046,0982630483,0832472053,188,Call,1124,BTS-002
002178623858400047,0901172396,0939881757,645,Call,3108,BTS-002
002178623858400048,0781471145,0334837679,1080,Call,4842,BTS-002
002178623858400049,0388595419,0922669111,0,SMS,500,BTS-002
002178623858400050,0882217817,0851764700,1019,Data,28873,BTS-002
002178623858400051,0977194251,0351200150,1464,Call,5771,BTS-002
002178623858400052,0814158317,0356655301,1088,Call,5073,BTS-002
002178623858400053,0967433436,0373699859,1402,Call,4904,BTS-002
002178623858400054,0778522446,0380894292,0,SMS,250,BTS-002
