005178623858500000,0338721855,0365271730,1675,Call,8139,BTS-005
005178623858500001,0887023013,0328587224,50,Call,187,BTS-005
005178623858500002,0325012953,0810969884,0,SMS,500,BTS-005
005178623858500003,0991465014,0371223912,1354,Call,7901,BTS-005
005178623858500004,0993349507,0905804916,493,Call,3144,BTS-005
005178623858500005,0765707079,0981166237,761,Call,2809,BTS-005
005178623858500006,0822895489,0987033215,781,Call,4829,BTS-005
005178623858500007,0822810718,0782858167,0,SMS,350,BTS-005
005178623858500008,0333890368,0781539473,684,Data,21983,BTS-005
005178623858500009,0826335769,0798064798,1670,Data,76600,BTS-005
005178623858500010,0342067408,0989962595,300,Call,1881,BTS-005
005178623858500011,0846851470,0921082934,1146,Call,6760,BTS-005
005178623858500012,0765722663,0797390567,0,SMS,500,BTS-005
005178623858500013,0919884105,0789055337,342,Call,1914,BTS-005
005178623858500014,0370066916,0932861727,1544,Data,38079,BTS-005
005178623858500015,0897461287,0761130782,476,Call,1561,BTS-005
005178623858500016,0772985807,0353624901,294,Call,1132,BTS-005
005178623858500017,0897549203,0772240631,0,SMS,500,BTS-005
005178623858500018,0988548706,0335256860,243,Call,701,BTS-005
005178623858500019,0988116908,0855448164,1025,Call,2566,BTS-005
005178623858500020,0784132610,0897454442,1787,Data,103908,BTS-005
005178623858500021,0365873202,0363935714,1640,Data,48478,BTS-005
005178623858500022,0820220426,0882216469,0,SMS,350,BTS-005
005178623858500023,0979041809,0761603369,0,SMS,350,BTS-005
005178623858500024,0966271906,0794485389,97,Call,373,BTS-005
005178623858500025,0822386626,0361685125,1347,Data,69928,BTS-005
005178623858500026,0847157301,0910045522,1544,Call,7623,BTS-005
005178623858500027,0960247767,0908314323,331,Call,930,BTS-005
005178623858500028,0888251518,0982656025,481,Call,2234,BTS-005
005178623858500029,0968653367,0347874369,1744,Call,8723,BTS-005
005178623858500030,0834084485,0934141139,1714,Call,7845,BTS-005
005178623858500031,0793250949,0943710909,1786,Call,10618,BTS-005
005178623858500032,0360896426,0838202280,1572,Data,49288,BTS-005
005178623858500033,0949137758,0981359385,0,SMS,350,BTS-005
005178623858500034,0913516654,0980519541,1728,Data,77028,BTS-005
005178623858500035,0818382124,0370003668,1285,Call,6305,BTS-005
005178623858500036,0960418533,0780524085,815,Call,4878,BTS-005
005178623858500037,0889333284,0966682311,1089,Data,25205,BTS-005
005178623858500038,0883870423,0387796122,499,Data,29151,BTS-005
005178623858500039,0812874334,0346783505,807,Call,4964,BTS-005
005178623858500040,0922641153,0913058506,692,Call,3693,BTS-005
005178623858500041,0911345160,0844209945,271,Data,14004,BTS-005
005178623858500042,0999090739,0920619168,1013,Call,3687,BTS-005
005178623858500043,0346691265,0979979405,1702,Call,7741,BTS-005
005178623858500044,0978863671,0326628036,130,Call,445,BTS-005
005178623858500045,0366514756,0788583291,0,SMS,350,BTS-005
005178623858500046,0785781073,0898549889,0,SMS,250,BTS-005
005178623858500047,0903829919,0821061160,897,Call,5490,BTS-005
005178623858500048,0393272240,0708896601,306,Data,9844,BTS-005
005178623858500049,0844024557,0378007042,1658,Call,8407,BTS-005
005178623858500050,0890777578,0331085125,261,Data,11638,BTS-005
005178623858500051,0365182549,0399804942,1036,Data,41754,BTS-005
005178623858500052,0389837165,0375349224,0,SMS,350,BTS-005
005178623858500053,0391393439,0378312808,1159,Call,4721,BTS-005
005178623858500054,0918410502,0944420770,0,SMS,250,BTS-005
005178623858500055,0368188692,0770489405,1316,Data,27841,BTS-005
005178623858500056,0977034706,0966686804,0,SMS,350,BTS-005
005178623858500057,0704172272,0327527738,1447,Call,5811,BTS-005
005178623858500058,0933130062,0891764613,0,SMS,250,BTS-005
005178623858500059,0386213506,0810035564,0,SMS,350,BTS-005
005178623858500060,0915355813,0333244815,376,Call,1270,BTS-005
005178623858500061,0791749417,0888289028,622,Call,2868,BTS-005
005178623858500062,0341698243,0772129163,247,Call,1552,BTS-005
005178623858500063,0913167946,0934236608,1532,Call,9873,BTS-005
005178623858500064,0837033478,0921586341,252,Data,13613,BTS-005
005178623858500065,0904451736,0816266231,1722,Call,11356,BTS-005
005178623858500066,0941298842,0378607600,1782,Call,7770,BTS-005
005178623858500067,0856926251,0929623334,745,Data,17586,BTS-005
005178623858500068,0376213410,0389177147,1432,Call,7432,BTS-005
005178623858500069,0932223782,0854980186,1649,Call,6944,BTS-005
005178623858500070,0964216466,0339981962,1256,Call,3185,BTS-005
005178623858500071,0782460513,0835160900,1152,Call,7618,BTS-005
005178623858500072,0962510347,0967483618,0,SMS,250,BTS-005
005178623858500073,0399518543,0385885547,712,Call,2400,BTS-005
005178623858500074,0340335833,0335932770,0,SMS,500,BTS-005
005178623858500075,0786533565,0832911215,1303,Data,39005,BTS-005
