005178623858500000,0829922445,0831708299,865,Call,3105,BTS-005
005178623858500001,0937035064,0793193335,1643,Data,52112,BTS-005
005178623858500002,0890117223,0370076095,835,Data,44361,BTS-005
005178623858500003,0911166194,0979197429,0,SMS,250,BTS-005
005178623858500004,0359902493,0931644284,0,SMS,350,BTS-005
005178623858500005,0371642580,0796646952,1073,Call,4146,BTS-005
005178623858500006,0943544358,0853727237,1745,Data,85494,BTS-005
005178623858500007,0379648907,0384884670,951,Call,3586,BTS-005
005178623858500008,0962793035,0928704819,1167,Call,4621,BTS-005
005178623858500009,0371921259,0701082015,0,SMS,250,BTS-005
005178623858500010,0351303440,0946195712,1048,Call,3799,BTS-005
005178623858500011,0342902213,0889224137,685,Data,19382,BTS-005
005178623858500012,0770865566,0385748209,1699,Call,10926,BTS-005
005178623858500013,0709654975,0962067736,1210,Call,6518,BTS-005
005178623858500014,0810768449,0968686325,782,Data,21167,BTS-005
005178623858500015,0786149846,0335335560,390,Call,2547,BTS-005
005178623858500016,0974521481,0769771756,1282,Call,5670,BTS-005
005178623858500017,0845595332,0821830564,645,Call,3773,BTS-005
005178623858500018,0333361128,0378420987,1583,Call,8767,BTS-005
005178623858500019,0777380073,0975729087,0,SMS,250,BTS-005
005178623858500020,0939770977,0988520986,236,Data,13171,BTS-005
005178623858500021,0924314181,0882418830,1370,Data,42949,BTS-005
005178623858500022,0977559163,0340621305,0,SMS,250,BTS-005
005178623858500023,0352159435,0916800884,915,Call,4038,BTS-005
005178623858500024,0892175487,0949166431,0,SMS,250,BTS-005
005178623858500025,0920052169,0985813726,998,Call,5584,BTS-005
005178623858500026,0321567548,0327744640,1174,Call,5341,BTS-005
005178623858500027,0394537366,0999706380,264,Call,1726,BTS-005
005178623858500028,0708753325,0991392404,1172,Call,3013,BTS-005
005178623858500029,0789250064,0897037604,905,Call,3785,BTS-005
005178623858500030,0895338258,0760158587,1221,Call,6244,BTS-005
005178623858500031,0834286751,0961617340,316,Data,7729,BTS-005
005178623858500032,0349717390,0853728725,320,Call,1495,BTS-005
005178623858500033,0946084343,0358472746,367,Call,1126,BTS-005
005178623858500034,0985089125,0968411766,643,Data,20309,BTS-005
005178623858500035,0903951807,0375804903,0,SMS,350,BTS-005
005178623858500036,0849894615,0886588540,0,SMS,250,BTS-005
005178623858500037,0972714036,0976676948,462,Call,1951,BTS-005
005178623858500038,0880013095,0386359837,0,SMS,250,BTS-005
005178623858500039,0346638193,0321521418,881,Call,5531,BTS-005
005178623858500040,0835382082,0348240571,1786,Call,4892,BTS-005
005178623858500041,0908586062,0893822032,1750,Data,77896,BTS-005
005178623858500042,0706214206,0849048203,752,Call,2871,BTS-005
005178623858500043,0364843500,0701235583,438,Call,1122,BTS-005
005178623858500044,0908645341,0987395302,1692,Call,9204,BTS-005
005178623858500045,0370635101,0384504592,755,Call,3827,BTS-005
005178623858500046,0915014942,0974226941,0,SMS,250,BTS-005
005178623858500047,0357128138,0968822348,0,SMS,350,BTS-005
005178623858500048,0815678845,0768301037,0,SMS,500,BTS-005
005178623858500049,0917236375,0881854014,1288,Call,6501,BTS-005
005178623858500050,0347164764,0706065161,1790,Call,11413,BTS-005
005178623858500051,0336722758,0851160416,0,SMS,500,BTS-005
005178623858500052,0332417480,0763122015,14,Call,64,BTS-005
005178623858500053,0799154194,0348024230,0,SMS,250,BTS-005
005178623858500054,0789841993,0344773733,1591,Call,4944,BTS-005
005178623858500055,0991977689,0979370301,235,Call,1535,BTS-005
005178623858500056,0813100416,0900731105,1687,Call,10221,BTS-005
005178623858500057,0897121769,0999461362,924,Data,25812,BTS-005
005178623858500058,0374887458,0896554514,0,SMS,250,BTS-005
005178623858500059,0389311598,0917009575,444,Data,13694,BTS-005
005178623858500060,0784403438,0356741831,172,Data,9006,BTS-005
005178623858500061,0926139549,0944344534,750,Call,4461,BTS-005
005178623858500062,0891021961,0343927505,0,SMS,500,BTS-005
005178623858500063,0859355365,0350511928,411,Call,1275,BTS-005
005178623858500064,0839023066,0379968564,1613,Call,5375,BTS-005
005178623858500065,0385547763,0775931849,17,Data,909,BTS-005
005178623858500066,0344970610,0916760957,1679,Data,54245,BTS-005
005178623858500067,0393853295,0945365336,653,Call,2623,BTS-005
005178623858500068,0843674370,0706437190,0,SMS,500,BTS-005
005178623858500069,0810801501,0927131466,859,Call,2896,BTS-005
005178623858500070,0364245185,0964024427,536,Call,2015,BTS-005
005178623858500071,0991118575,0818483580,810,Call,2456,BTS-005
005178623858500072,0906147281,0341168610,0,SMS,250,BTS-005
005178623858500073,0915266125,0966211806,0,SMS,500,BTS-005
005178623858500074,0320585135,0970076623,1067,Data,55382,BTS-005
005178623858500075,0892738732,0997721474,557,Call,1562,BTS-005
005178623858500076,0832522896,0826511621,620,Call,2038,BTS-005
005178623858500077,0786663377,0330136090,0,SMS,500,BTS-005
005178623858500078,0936055591,0974846558,0,SMS,500,BTS-005
005178623858500079,0993187751,0382105131,0,SMS,250,BTS-005
005178623858500080,0893739637,0943948964,0,SMS,250,BTS-005
005178623858500081,0942023787,0772690386,1552,Call,6762,BTS-005
005178623858500082,0936206477,0701667620,457,Call,1678,BTS-005
005178623858500083,0361911718,0846042026,1297,Data,48439,BTS-005
005178623858500084,0761953761,0782018432,0,SMS,350,BTS-005
005178623858500085,0995683654,0788916946,0,SMS,350,BTS-005
005178623858500086,0335891932,0971867085,20,Call,107,BTS-005
005178623858500087,0906180534,0992612834,1677,Data,93758,BTS-005
005178623858500088,0819228417,0701958809,0,SMS,250,BTS-005
005178623858500089,0929649546,0831318252,0,SMS,250,BTS-005
005178623858500090,0330400890,0345324359,1174,Call,4390,BTS-005
005178623858500091,0348598238,0844634977,0,SMS,250,BTS-005
005178623858500092,0881192404,0883490069,1114,Call,5159,BTS-005
005178623858500093,0997833468,0377999172,1264,Call,6666,BTS-005
005178623858500094,0969159290,0830026083,0,SMS,250,BTS-005
005178623858500095,0830508497,0901166590,94,Call,278,BTS-005
005178623858500096,0906751540,0832509140,790,Call,4119,BTS-005
005178623858500097,0378547318,0767847478,1113,Call,6341,BTS-005
005178623858500098,0925276566,0900830266,965,Data,23393,BTS-005
005178623858500099,0814057967,0379307965,571,Call,1551,BTS-005
005178623858500100,0991963136,0702651405,1636,Call,5323,BTS-005
005178623858500101,0968014888,0926783518,884,Data,49185,BTS-005
005178623858500102,0781243578,0858741156,0,SMS,250,BTS-005
005178623858500103,0820952099,0992100894,555,Call,2516,BTS-005
005178623858500104,0362632822,0973117083,91,Call,581,BTS-005
005178623858500105,0356769141,0835937900,711,Call,2564,BTS-005
005178623858500106,0964158667,0895369603,0,SMS,500,BTS-005
005178623858500107,0943180546,0763013186,684,Call,2192,BTS-005
005178623858500108,0833500706,0760818797,0,SMS,350,BTS-005
005178623858500109,0963799201,0918548818,586,Data,24112,BTS-005
005178623858500110,0327388345,0399523895,1474,Call,4927,BTS-005
005178623858500111,0827135080,0909420787,1221,Call,5646,BTS-005
005178623858500112,0963198101,0817256809,765,Call,4683,BTS-005
005178623858500113,0921676803,0335563502,0,SMS,250,BTS-005
005178623858500114,0893728893,0760368195,1074,Call,4427,BTS-005
005178623858500115,0701281657,0845424266,1013,Call,5775,BTS-005
005178623858500116,0378594379,0882235488,1283,Data,47130,BTS-005
005178623858500117,0775090887,0977772832,1663,Data,58808,BTS-005
005178623858500118,0974947837,0829361671,1387,Data,74499,BTS-005
005178623858500119,0881249394,0350444326,85,Call,479,BTS-005
005178623858500120,0330477010,0850359549,665,Call,1858,BTS-005
005178623858500121,0823548575,0705872649,442,Call,2028,BTS-005
005178623858500122,0343729320,0387519298,153,Call,916,BTS-005
005178623858500123,0320798266,0854263120,864,Call,2169,BTS-005
005178623858500124,0365693572,0794360859,0,SMS,250,BTS-005
005178623858500125,0779374515,0797794297,1175,Call,4584,BTS-005
005178623858500126,0979254394,0922866318,1723,Call,5019,BTS-005
005178623858500127,0932115642,0942593281,370,Call,2142,BTS-005
005178623858500128,0827308203,0817677927,304,Call,1404,BTS-005
005178623858500129,0320724340,0931898774,1231,Data,45857,BTS-005
005178623858500130,0378431060,0791971997,490,Data,23933,BTS-005
005178623858500131,0948412114,0360618772,647,Call,3307,BTS-005
005178623858500132,0856205715,0961862323,1675,Data,38738,BTS-005
005178623858500133,0386869722,0882017491,1230,Call,3840,BTS-005
