005178623858400000,0344560825,0374102558,1679,Call,7468,BTS-005
005178623858400001,0337861711,0976268847,1736,Data,63329,BTS-005
005178623858400002,0766779522,0707044989,989,Data,43756,BTS-005
005178623858400003,0884340893,0844362073,1623,Data,82546,BTS-005
005178623858400004,0822162596,0909621535,745,Data,24610,BTS-005
005178623858400005,0780803763,0962509763,111,Data,4958,BTS-005
005178623858400006,0983711695,0346517295,808,Call,2373,BTS-005
005178623858400007,0893049879,0845793626,1767,Call,7678,BTS-005
005178623858400008,0908720874,0780079271,1098,Call,6426,BTS-005
005178623858400009,0339640414,0828422983,480,Call,1910,BTS-005
005178623858400010,0942696962,0819061565,1590,Call,8318,BTS-005
005178623858400011,0324803355,0369798307,826,Call,2309,BTS-005
005178623858400012,0797672003,0357978261,1383,Call,4754,BTS-005
005178623858400013,0390077623,0359607949,117,Call,658,BTS-005
005178623858400014,0943790411,0372220118,130,Call,785,BTS-005
005178623858400015,0337442310,0343232472,244,Call,1244,BTS-005
005178623858400016,0789084796,0908673328,1513,Call,6117,BTS-005
005178623858400017,0937888725,0940814132,1115,Data,27829,BTS-005
005178623858400018,0857311410,0781284165,1612,Call,9446,BTS-005
005178623858400019,0771462704,0365841549,666,Call,2943,BTS-005
005178623858400020,0894179083,0901979021,990,Call,2788,BTS-005
005178623858400021,0382226845,0823413409,499,Call,1549,BTS-005
005178623858400022,0949490364,0789311571,1705,Data,48825,BTS-005
005178623858400023,0938367325,0880266377,1489,Call,4932,BTS-005
005178623858400024,0981478734,0986817533,1490,Call,8876,BTS-005
005178623858400025,0882227721,0367187109,0,SMS,500,BTS-005
005178623858400026,0346362788,0792543455,90,Call,401,BTS-005
005178623858400027,0884755362,0887363533,590,Call,3514,BTS-005
005178623858400028,0775967262,0939024339,1410,Data,60431,BTS-005
005178623858400029,0894658513,0390464885,1046,Call,4021,BTS-005
005178623858400030,0339683839,0775531834,1701,Data,37557,BTS-005
005178623858400031,0935600707,0705867762,130,Call,684,BTS-005
005178623858400032,0836616284,0928326528,1390,Call,5913,BTS-005
005178623858400033,0791985992,0965850956,1261,Call,3437,BTS-005
005178623858400034,0829030534,0831086482,1019,Call,3997,BTS-005
005178623858400035,0784013301,0986102115,0,SMS,250,BTS-005
005178623858400036,0378013503,0363295861,1417,Call,6434,BTS-005
005178623858400037,0895489843,0899823257,1605,Data,72552,BTS-005
005178623858400038,0938299772,0939245008,1197,Call,6468,BTS-005
005178623858400039,0921741622,0991781323,759,Call,2519,BTS-005
005178623858400040,0987282170,0900888290,915,Call,3151,BTS-005
005178623858400041,0761873861,0784084789,1241,Call,5409,BTS-005
005178623858400042,0700424005,0338774464,1559,Data,37891,BTS-005
005178623858400043,0960633692,0857020362,0,SMS,250,BTS-005
005178623858400044,0960676940,0881067863,1333,Call,6036,BTS-005
005178623858400045,0705101492,0778126963,1227,Call,5525,BTS-005
005178623858400046,0815362609,0370710354,506,Data,22381,BTS-005
005178623858400047,0855346861,0796522850,981,Call,5276,BTS-005
005178623858400048,0796244613,0933655586,1358,Data,37919,BTS-005
005178623858400049,0825001399,0983127500,977,Data,29776,BTS-005
005178623858400050,0892509281,0998873136,744,Call,2697,BTS-005
005178623858400051,0816744039,0824206459,136,Call,448,BTS-005
005178623858400052,0797685634,0896827878,210,Data,10620,BTS-005
005178623858400053,0842919646,0786887638,0,SMS,250,BTS-005
005178623858400054,0324110532,0333247235,0,SMS,250,BTS-005
005178623858400055,0771143826,0880365168,1114,Call,6723,BTS-005
005178623858400056,0762643678,0393679752,1275,Call,5861,BTS-005
005178623858400057,0762594216,0810071019,935,Call,2815,BTS-005
005178623858400058,0354502836,0775022858,0,SMS,350,BTS-005
005178623858400059,0368720463,0332194205,917,Call,5569,BTS-005
