001178623858400000,0856245341,0768991069,0,SMS,350,BTS-001
001178623858400001,0380376202,0902704583,1679,Call,10961,BTS-001
001178623858400002,0818457131,0384443175,1295,Call,6010,BTS-001
001178623858400003,0979114469,0323270220,1546,Data,49099,BTS-001
001178623858400004,0332895422,0328470487,841,Call,3715,BTS-001
001178623858400005,0766199060,0762325067,826,Call,5474,BTS-001
001178623858400006,0927949746,0380203515,1122,Data,62805,BTS-001
001178623858400007,0326160690,0777080057,1306,Data,59233,BTS-001
001178623858400008,0772597657,0976696998,162,Data,9134,BTS-001
001178623858400009,0379943301,0387318622,0,SMS,500,BTS-001
001178623858400010,0793932590,0933743864,139,Call,389,BTS-001
001178623858400011,0851832377,0998459743,0,SMS,350,BTS-001
001178623858400012,0787074291,0815049177,0,SMS,350,BTS-001
001178623858400013,0770795760,0333405444,1666,Data,52767,BTS-001
001178623858400014,0977749071,0838374652,1647,Call,8213,BTS-001
001178623858400015,0799594249,0827618324,317,Call,1937,BTS-001
001178623858400016,0927454428,0397117753,629,Call,2424,BTS-001
001178623858400017,0342254117,0946795167,1322,Call,6309,BTS-001
001178623858400018,0892884143,0826047236,1771,Call,4492,BTS-001
001178623858400019,0335430119,0987741898,1419,Call,5344,BTS-001
001178623858400020,0828297208,0389617565,148,Data,8139,BTS-001
001178623858400021,0900373115,0994981819,473,Call,2996,BTS-001
001178623858400022,0322545033,0820956964,724,Data,37617,BTS-001
001178623858400023,0901321870,0988372376,0,SMS,250,BTS-001
001178623858400024,0775573193,0785602187,187,Data,5977,BTS-001
001178623858400025,0793532017,0970387707,1500,Call,7422,BTS-001
001178623858400026,0790439363,0894714962,614,Call,1583,BTS-001
001178623858400027,0977772827,0967459984,723,Data,23056,BTS-001
001178623858400028,0967583046,0985189322,433,Data,23921,BTS-001
001178623858400029,0848922400,0707887294,0,SMS,500,BTS-001
001178623858400030,0395249250,0912401099,1001,Call,3371,BTS-001
001178623858400031,0357032403,0993953177,0,SMS,500,BTS-001
001178623858400032,0797932006,0763960675,880,Call,4256,BTS-001
001178623858400033,0788197430,0979676644,432,Data,23281,BTS-001
001178623858400034,0770800452,0336400454,1054,Data,38058,BTS-001
001178623858400035,0790715958,0365160941,1665,Data,41930,BTS-001
001178623858400036,0915619039,0778676493,713,Call,4571,BTS-001
